fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality,price
6.1,0.58,0.23,2.5,0.044,16,70,0.99352,3.46,0.65,12.5,6,67.88056
9.6,0.42,0.35,2.1,0.083,17,38,0.99622,3.23,0.66,11.1,6,56.98866
6.6,0.58,0,2.2,0.1,50,63,0.99544,3.59,0.68,11.4,6,61.58632
6.7,0.41,0.43,2.8,0.076,22,54,0.99572,3.42,1.16,10.6,6,58.08716
8.8,0.45,0.43,1.4,0.076,12,21,0.99551,3.21,0.75,10.2,6,52.58653
6.5,0.34,0.27,2.8,0.067,8,44,0.99384,3.21,0.56,12,6,65.28152
7.6,0.5,0.29,2.3,0.086,5,14,0.99502,3.32,0.62,11.5,6,61.18506
9.2,0.36,0.34,1.6,0.062,5,12,0.99667,3.2,0.67,10.5,6,53.89001
7.1,0.59,0,2.2,0.078,26,44,0.99522,3.42,0.68,10.8,6,58.08566
9.7,0.42,0.46,2.1,0.074,5,16,0.99649,3.27,0.74,12.3,6,62.88947
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,50.59148
7.6,0.36,0.31,1.7,0.079,26,65,0.99716,3.46,0.62,9.5,6,50.59148
6.5,0.61,0,2.2,0.095,48,59,0.99541,3.61,0.7,11.5,6,62.18623
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,58.18797
8.2,0.35,0.33,2.4,0.076,11,47,0.99599,3.27,0.81,11,6,58.18797
10.2,0.4,0.4,2.5,0.068,41,54,0.99754,3.38,0.86,10.5,6,53.79262
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,63.48038
7,0.43,0.3,2,0.085,6,39,0.99346,3.33,0.46,11.9,6,63.48038
9.1,0.4,0.57,4.6,0.08,6,20,0.99652,3.28,0.57,12.5,6,66.98956
7,0.745,0.12,1.8,0.114,15,64,0.99588,3.22,0.59,9.5,6,51.28764
6.2,0.43,0.22,1.8,0.078,21,56,0.99633,3.52,0.6,9.5,6,52.08899
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,50.89058
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,51.78374
7.7,0.26,0.26,2,0.052,19,77,0.9951,3.15,0.79,10.9,6,57.7853
7.9,0.58,0.23,2.3,0.076,23,94,0.99686,3.21,0.58,9.5,6,50.89058
7.7,0.57,0.21,1.5,0.069,4,9,0.99458,3.16,0.54,9.8,6,51.78374
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,56.28494
6.8,0.65,0.02,2.1,0.078,8,15,0.99498,3.35,0.62,10.4,6,56.28494
9.6,0.38,0.42,1.9,0.071,5,13,0.99659,3.15,0.75,10.5,6,53.78977
10.2,0.33,0.46,1.9,0.081,6,9,0.99628,3.1,0.48,10.4,6,52.68884
8.8,0.27,0.46,2.1,0.095,20,29,0.99488,3.26,0.56,11.3,6,58.78464
7.9,0.57,0.31,2,0.079,10,79,0.99677,3.29,0.69,9.5,6,50.59031
8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,6,62.68224
8.2,0.4,0.31,1.9,0.082,8,24,0.996,3.24,0.69,10.6,6,55.688
9,0.39,0.4,1.3,0.044,25,50,0.99478,3.2,0.83,10.9,6,55.78434
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6,57.39202
10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6,57.39202
8.1,0.53,0.22,2.2,0.078,33,89,0.99678,3.26,0.46,9.6,6,51.09034
10.5,0.36,0.47,2.2,0.074,9,23,0.99638,3.23,0.76,12,6,60.68914
12.6,0.39,0.49,2.5,0.08,8,20,0.9992,3.07,0.82,10.3,6,50.3976
7.7,0.18,0.34,2.7,0.066,15,58,0.9947,3.37,0.78,11.8,6,62.9841
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,68.07726
7.8,0.55,0,1.7,0.07,7,17,0.99659,3.26,0.64,9.4,6,49.88977
7.1,0.75,0.01,2.2,0.059,11,18,0.99242,3.39,0.4,12.8,6,68.07726
9,0.4,0.41,2,0.058,15,40,0.99414,3.22,0.6,12.2,6,62.98242
5.9,0.29,0.25,13.4,0.067,72,160,0.99721,3.33,0.54,10.3,6,67.99163
6.9,0.41,0.33,2.2,0.081,22,36,0.9949,3.41,0.75,11.1,6,59.7847
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6,58.68542
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6,58.68542
7,0.58,0.28,4.8,0.085,12,69,0.99633,3.32,0.7,11,6,61.78899
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6,61.38614
6.8,0.64,0,2.7,0.123,15,33,0.99538,3.44,0.63,11.3,6,61.38614
8.5,0.37,0.32,1.8,0.066,26,51,0.99456,3.38,0.72,11.8,6,61.28368
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,55.58692
7.2,0.57,0.05,2.3,0.081,16,36,0.99564,3.38,0.6,10.3,6,55.58692
10.4,0.43,0.5,2.3,0.068,13,19,0.996,3.1,0.87,11.4,6,57.888
6.9,0.41,0.31,2,0.079,21,51,0.99668,3.47,0.55,9.5,6,51.59004
5,0.38,0.01,1.6,0.048,26,60,0.99084,3.7,0.75,14,6,75.57252
7.3,0.44,0.2,1.6,0.049,24,64,0.9935,3.38,0.57,11.7,6,61.7805
7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,6,59.2832
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6,50.79064
7,0.69,0,1.9,0.114,3,10,0.99636,3.35,0.6,9.7,6,52.38908
8,0.715,0.22,2.3,0.075,13,81,0.99688,3.24,0.54,9.5,6,50.79064
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,55.7868
7.1,0.46,0.2,1.9,0.077,28,54,0.9956,3.37,0.64,10.4,6,55.7868
7.9,0.765,0,2,0.084,9,22,0.99619,3.33,0.68,10.9,6,57.58857
8.7,0.63,0.28,2.7,0.096,17,69,0.99734,3.26,0.63,10.2,6,53.99202
7.1,0.16,0.44,2.5,0.068,17,31,0.99328,3.35,0.54,12.4,6,66.37984
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6,57.38914
5.9,0.395,0.13,2.4,0.056,14,28,0.99362,3.62,0.67,12.4,6,67.48086
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,6,57.38914
7.2,0.53,0.14,2.1,0.064,15,29,0.99323,3.35,0.61,12.1,6,64.37969
5.7,0.6,0,1.4,0.063,11,18,0.99191,3.45,0.56,12.2,6,65.67573
5.2,0.645,0,2.15,0.08,15,28,0.99444,3.78,0.61,12.5,6,68.43332
6.7,0.86,0.07,2,0.1,20,57,0.99598,3.6,0.74,11.7,6,62.78794
9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,6,57.98728
6.5,0.51,0.15,3,0.064,12,27,0.9929,3.33,0.59,12.8,6,69.4787
7,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,6,54.78674
7,0.36,0.21,2.4,0.086,24,69,0.99556,3.4,0.53,10.1,6,54.88668
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,52.48848
5.4,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6,67.27774
9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,6,60.78914
7.5,0.63,0.27,2,0.083,17,91,0.99616,3.26,0.58,9.8,6,52.48848
9.1,0.76,0.68,1.7,0.414,18,64,0.99652,2.9,1.33,9.1,6,47.08956
5,0.74,0,1.2,0.041,16,46,0.99258,4.01,0.59,12.5,6,67.67774
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,56.9844
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,56.9844
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,56.9844
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,56.9844
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,52.68848
7.4,0.6,0.26,2.1,0.083,17,91,0.99616,3.29,0.56,9.8,6,52.68848
8.4,0.39,0.1,1.7,0.075,6,25,0.99581,3.09,0.43,9.7,6,50.78743
6.6,0.58,0.02,2.4,0.069,19,40,0.99387,3.38,0.66,12.6,6,67.78161
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,55.68614
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,55.68614
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,55.68614
7.6,0.54,0.02,1.7,0.085,17,31,0.99589,3.37,0.51,10.4,6,55.08767
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,6,55.68614
8.2,0.44,0.24,2.3,0.063,10,28,0.99613,3.25,0.53,10.2,6,54.08839
7.2,0.62,0.01,2.3,0.065,8,46,0.99332,3.32,0.51,11.8,6,63.07996
7.3,0.43,0.24,2.5,0.078,27,67,0.99648,3.6,0.59,11.1,6,59.68944
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,6,48.95778667
11.6,0.475,0.4,1.4,0.091,6,28,0.99704,3.07,0.65,10.03333333,6,48.95778667
7.2,0.605,0.02,1.9,0.096,10,31,0.995,3.46,0.53,11.8,6,62.685
6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,6,56.79175
8,0.77,0.32,2.1,0.079,16,74,0.99656,3.27,0.5,9.8,6,52.08968
7.5,0.58,0.56,3.1,0.153,5,14,0.99476,3.21,1.03,11.6,6,62.58428
5.2,0.49,0.26,2.3,0.09,23,74,0.9953,3.71,0.62,12.2,6,67.0859
7.2,0.45,0.15,2,0.078,10,28,0.99609,3.29,0.51,9.9,6,53.28827
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6,58.08671
7.5,0.57,0.02,2.6,0.077,11,35,0.99557,3.36,0.62,10.8,6,58.08671
6,0.49,0,2.3,0.068,15,33,0.99292,3.58,0.59,12.5,6,67.77876
8.6,0.685,0.1,1.6,0.092,3,12,0.99745,3.31,0.65,9.55,6,49.74235
7.2,0.67,0,2.2,0.068,10,24,0.9956,3.42,0.72,11.1,6,59.4868
7.6,0.3,0.42,2,0.052,6,24,0.9963,3.44,0.82,11.9,6,62.8889
8,0.5,0.39,2.6,0.082,12,46,0.9985,3.43,0.62,10.7,6,57.0955
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,60.3922
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6,58.585
6,0.51,0,2.1,0.064,40,54,0.995,3.54,0.93,10.7,6,58.585
6.6,0.96,0,1.8,0.082,5,16,0.9936,3.5,0.44,11.9,6,63.6808
6.4,0.47,0.4,2.4,0.071,8,19,0.9963,3.56,0.73,10.6,6,57.9889
8.2,0.24,0.34,5.1,0.062,8,22,0.9974,3.22,0.94,10.9,6,60.3922
7,0.54,0,2.1,0.079,39,55,0.9956,3.39,0.84,11.4,6,61.0868
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,50.0922
8.3,0.26,0.37,1.4,0.076,8,23,0.9974,3.26,0.7,9.6,6,50.0922
7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6,63.5913
7.6,0.43,0.31,2.1,0.069,13,74,0.9958,3.26,0.54,9.9,6,52.9874
5.9,0.44,0,1.6,0.042,3,11,0.9944,3.48,0.85,11.7,6,63.1832
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,59.21107
10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,59.21107
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.06666667,6,59.22031333
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.566666667,6,54.62472333
7.3,0.67,0.02,2.2,0.072,31,92,0.99566,3.32,0.68,11.1,6,59.38698
7.4,0.785,0.19,5.2,0.094,19,98,0.99713,3.16,0.52,9.6,6,54.79139
11.7,0.45,0.63,2.2,0.073,7,23,0.99974,3.21,0.69,10.9,6,53.99922
6.5,0.9,0,1.6,0.052,9,17,0.99467,3.5,0.63,10.9,6,58.58401
6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,6,57.52708
6.4,0.42,0.09,2.3,0.054,34,64,0.99724,3.41,0.68,10.4,6,56.89172
6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,6,56.48635
6.9,0.63,0.01,2.4,0.076,14,39,0.99522,3.34,0.53,10.8,6,58.48566
7.6,0.35,0.6,2.6,0.073,23,44,0.99656,3.38,0.79,11.1,6,59.48968
6.2,0.57,0.1,2.1,0.048,4,11,0.99448,3.44,0.76,10.8,6,58.88344
7.1,0.22,0.49,1.8,0.039,8,18,0.99344,3.39,0.56,12.4,6,65.68032
7,0.43,0.02,1.9,0.08,15,28,0.99492,3.35,0.81,10.6,6,56.88476
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,61.88524
6.6,0.895,0.04,2.3,0.068,7,13,0.99582,3.53,0.58,10.8,6,58.68746
6.9,0.74,0.03,2.3,0.054,7,16,0.99508,3.45,0.63,11.5,6,61.88524
6.2,0.44,0.39,2.5,0.077,6,14,0.99555,3.51,0.69,11,6,60.28665
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,60.78815
6.8,0.81,0.05,2,0.07,6,14,0.99562,3.51,0.66,10.8,6,58.18686
7.5,0.38,0.57,2.3,0.106,5,12,0.99605,3.36,0.55,11.4,6,60.78815
7.1,0.27,0.6,2.1,0.074,17,25,0.99814,3.38,0.72,10.6,6,56.99442
6.4,0.36,0.21,2.2,0.047,26,48,0.99661,3.47,0.77,9.7,6,53.28983
6.4,0.79,0.04,2.2,0.061,11,17,0.99588,3.53,0.65,10.4,6,56.78764
6.4,0.56,0.15,1.8,0.078,17,65,0.99294,3.33,0.6,10.5,6,56.87882
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.233333333,6,52.36192667
6.9,0.84,0.21,4.1,0.074,16,65,0.99842,3.53,0.72,9.25,6,52.44526
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,55.98467
6.5,0.53,0.06,2,0.063,29,44,0.99489,3.38,0.83,10.3,6,55.98467
6,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,6,54.98566
6.8,0.47,0.08,2.2,0.064,18,38,0.99553,3.3,0.65,9.6,6,52.38659
7.1,0.53,0.07,1.7,0.071,15,24,0.9951,3.29,0.66,10.8,6,57.5853
7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,6,53.79142
7.1,0.69,0.08,2.1,0.063,42,52,0.99608,3.42,0.6,10.2,6,54.98824
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,6,61.08332
7.2,0.53,0.13,2,0.058,18,22,0.99573,3.21,0.68,9.9,6,53.28719
7,0.55,0.13,2.2,0.075,15,35,0.9959,3.36,0.59,9.7,6,52.6877
6.1,0.53,0.08,1.9,0.077,24,45,0.99528,3.6,0.68,10.3,6,56.28584
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,6,56.48452
6.2,0.52,0.08,4.4,0.071,11,32,0.99646,3.56,0.63,11.6,6,65.18938
6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,6,57.93416
11.1,0.44,0.42,2.2,0.064,14,19,0.99758,3.25,0.57,10.4,6,52.09274
6.5,0.63,0.33,1.8,0.059,16,28,0.99531,3.36,0.64,10.1,6,54.78593
6.3,0.68,0.01,3.7,0.103,32,54,0.99586,3.51,0.66,11.3,6,62.88758
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,59.78881
6.6,0.855,0.02,2.4,0.062,15,23,0.99627,3.54,0.6,11,6,59.78881
6.7,0.67,0.02,1.9,0.061,26,42,0.99489,3.39,0.82,10.9,6,58.68467
6.7,0.16,0.64,2.1,0.059,24,52,0.99494,3.34,0.71,11.2,6,60.38482
6.2,0.51,0.14,1.9,0.056,15,34,0.99396,3.48,0.57,11.5,6,62.18188
6.4,0.36,0.53,2.2,0.23,19,35,0.9934,3.37,0.93,12.4,6,66.7802
6.4,0.38,0.14,2.2,0.038,15,25,0.99514,3.44,0.65,11.1,6,60.28542
6,0.58,0.2,2.4,0.075,15,50,0.99467,3.58,0.67,12.5,6,67.88401
5.6,0.31,0.78,13.9,0.074,23,92,0.99677,3.39,0.48,10.5,6,69.79031
7.5,0.52,0.4,2.2,0.06,12,20,0.99474,3.26,0.64,11.8,6,62.68422
8,0.3,0.63,1.6,0.081,16,29,0.99588,3.3,0.78,10.8,6,56.58764
6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,6,67.38866
6.8,0.67,0.15,1.8,0.118,13,20,0.9954,3.42,0.67,11.3,6,60.4862
7.4,0.35,0.33,2.4,0.068,9,26,0.9947,3.36,0.6,11.9,6,63.4841
7.2,0.39,0.44,2.6,0.066,22,48,0.99494,3.3,0.84,11.5,6,61.88482
7.5,0.31,0.41,2.4,0.065,34,60,0.99492,3.34,0.85,11.4,6,60.88476
5.8,0.61,0.11,1.8,0.066,18,28,0.99483,3.55,0.66,10.9,6,59.48449
7.2,0.66,0.33,2.5,0.068,34,102,0.99414,3.27,0.78,12.8,6,68.28242
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,6,62.47942
5.4,0.74,0.09,1.7,0.089,16,26,0.99402,3.67,0.56,11.6,6,63.28206
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,59.98722
6.8,0.62,0.08,1.9,0.068,28,38,0.99651,3.42,0.82,9.5,6,51.58953
5.9,0.55,0.1,2.2,0.062,39,51,0.99512,3.52,0.76,11.2,6,61.28536
6.3,0.51,0.13,2.3,0.076,29,40,0.99574,3.42,0.75,11,6,59.98722
6,0.31,0.47,3.6,0.067,18,42,0.99549,3.39,0.66,11,6,61.58647
7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,7,53.8838
7.8,0.58,0.02,2,0.073,9,18,0.9968,3.36,0.57,9.5,7,51.6904
8.5,0.28,0.56,1.8,0.092,35,103,0.9969,3.3,0.75,10.5,7,55.7907
8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,7,52.4904
7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,7,51.8904
8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5,7,56.2886
5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13,7,70.7772
9.6,0.32,0.47,1.4,0.056,9,24,0.99695,3.22,0.82,10.3,7,53.29085
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,53.7982
12.8,0.3,0.74,2.6,0.095,9,28,0.9994,3.2,0.77,10.8,7,53.7982
11,0.3,0.58,2.1,0.054,7,19,0.998,3.31,0.88,10.5,7,53.594
5.2,0.48,0.04,1.6,0.054,19,106,0.9927,3.54,0.62,12.2,7,67.3781
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,43.20015
15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,7,43.20015
10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5,7,55.09895
11.8,0.26,0.52,1.8,0.071,6,10,0.9968,3.2,0.72,10.2,7,50.9904
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,59.1973
7.7,0.27,0.68,3.5,0.358,5,10,0.9972,3.25,1.08,9.9,7,55.2916
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,7,59.1973
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,56.7928
8.7,0.52,0.09,2.5,0.091,20,49,0.9976,3.34,0.86,10.6,7,56.7928
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,60.8967
9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5,7,60.8967
11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,7,59.5434
7.9,0.65,0.01,2.5,0.078,17,38,0.9963,3.34,0.74,11.7,7,63.0889
11.9,0.695,0.53,3.4,0.128,7,21,0.9992,3.17,0.84,12.2,7,62.4976
12.5,0.28,0.54,2.3,0.082,12,29,0.9997,3.11,1.36,9.8,7,48.7991
6.6,0.815,0.02,2.7,0.072,17,34,0.9955,3.58,0.89,12.3,7,67.5865
10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,7,60.941
11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4,7,53.2
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,53.0066
12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,53.0066
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,62.9886
11.5,0.54,0.71,4.4,0.124,6,15,0.9984,3.01,0.83,11.8,7,61.8952
9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12,7,62.9886
9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,7,52.8946
12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13,7,67.2012
12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8,7,54.9988
9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7,7,65.2958
9.5,0.56,0.33,2.4,0.089,35,67,0.9972,3.28,0.73,11.8,7,61.8916
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,67.1856
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,56.5934
6.6,0.84,0.03,2.3,0.059,32,48,0.9952,3.52,0.56,12.3,7,67.1856
10.5,0.24,0.47,2.1,0.066,6,24,0.9978,3.15,0.9,11,7,56.5934
15.6,0.685,0.76,3.7,0.1,6,43,1.0032,2.95,0.68,11.2,7,54.1096
10,0.44,0.49,2.7,0.077,11,19,0.9963,3.23,0.63,11.6,7,60.6889
5.3,0.57,0.01,1.7,0.054,5,27,0.9934,3.57,0.84,12.5,7,68.8802
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,58.3994
10.4,0.33,0.63,2.8,0.084,5,22,0.9998,3.26,0.74,11.2,7,58.3994
11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,55.2006
9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3,7,69.7856
8.9,0.4,0.51,2.6,0.052,13,27,0.995,3.32,0.9,13.4,7,70.685
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,66.147
10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,7,66.147
10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9,7,55.8928
10.5,0.24,0.42,1.8,0.077,6,22,0.9976,3.21,1.05,10.8,7,55.2928
10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,7,65.1904
10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,55.3928
13.3,0.29,0.75,2.8,0.084,23,43,0.9986,3.04,0.68,11.4,7,56.4958
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,60.8919
10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,60.8919
12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12,7,62.9042
12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,7,49.3928
11.8,0.33,0.49,3.4,0.093,54,80,1.0002,3.3,0.76,10.7,7,55.1006
11.1,0.31,0.49,2.7,0.094,16,47,0.9986,3.12,1.02,10.6,7,54.5958
10.2,0.29,0.49,2.6,0.059,5,13,0.9976,3.05,0.74,10.5,7,54.8928
9.4,0.41,0.48,4.6,0.072,10,20,0.9973,3.34,0.79,12.2,7,66.1919
7.7,0.915,0.12,2.2,0.143,7,23,0.9964,3.35,0.65,10.2,7,55.4892
7.8,0.64,0.1,6,0.115,5,11,0.9984,3.37,0.69,10.1,7,58.6952
8.7,0.48,0.3,2.8,0.066,10,28,0.9964,3.33,0.67,11.2,7,60.0892
12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5,7,51.894
9.3,0.37,0.44,1.6,0.038,21,42,0.99526,3.24,0.81,10.8,7,56.28578
5.1,0.585,0,1.7,0.044,14,86,0.99264,3.56,0.94,12.9,7,71.07792
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,68.18068
8.4,0.25,0.39,2,0.041,4,10,0.99386,3.27,0.71,12.5,7,66.08158
8.2,0.28,0.4,2.4,0.052,4,10,0.99356,3.33,0.7,12.8,7,68.18068
4.9,0.42,0,2.1,0.048,16,42,0.99154,3.71,0.74,14,7,77.17462
7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11,7,59.7853
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,64.17192
6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,7,64.17192
10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,57.49016
11.1,0.42,0.47,2.65,0.085,9,34,0.99736,3.24,0.77,12.1,7,62.04208
7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,63.38614
8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,60.78782
11.7,0.28,0.47,1.7,0.054,17,32,0.99686,3.15,0.67,10.6,7,52.99058
9.1,0.21,0.37,1.6,0.067,6,10,0.99552,3.23,0.58,11.1,7,57.98656
10.4,0.38,0.46,2.1,0.104,6,10,0.99664,3.12,0.65,11.8,7,60.68992
8.8,0.31,0.4,2.8,0.109,7,16,0.99614,3.31,0.79,11.8,7,62.98842
10.7,0.52,0.38,2.6,0.066,29,56,0.99577,3.15,0.79,12.1,7,62.38731
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,66.58332
8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,66.58332
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,58.99208
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,7,58.99208
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,63.1886
6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,7,63.1886
9.4,0.395,0.46,4.6,0.094,3,10,0.99639,3.27,0.64,12.2,7,66.18917
